Trainee ID,Trainer ID,Date,Height,Weight,Chest Size,Fat Percentage,Waist Size,Hip Size,Muscle Mass,Goal
23724,30158,2022-09-14,164,68,110,24.54,87,88,49,Maintain
23734,30160,2022-10-07,189,71,116,17.78,89,107,37,Lose Fat
23736,30161,2023-02-19,198,68,116,14.05,98,93,44,Lose Fat
23772,30163,2025-04-06,163,91,117,22.32,97,97,43,Build Muscle
23775,30170,2022-03-14,168,87,107,19.3,81,108,47,Build Muscle
23779,30174,2023-09-07,172,55,86,17.14,86,89,47,Build Muscle
23788,30177,2022-06-12,164,73,102,19.44,75,107,41,Lose Fat
23791,30178,2023-01-18,178,65,119,14.22,73,91,41,Lose Fat
23792,30179,2023-06-22,195,55,108,18.92,85,95,37,Maintain
23795,30182,2024-08-16,199,65,113,21.34,87,106,44,Maintain
23803,30185,2021-06-20,168,82,87,16.1,92,92,43,Lose Fat
23810,30187,2023-01-01,157,73,92,17.27,84,91,36,Lose Fat
23816,30189,2022-12-18,154,56,89,19.67,78,89,44,Lose Fat
23818,30191,2022-03-28,167,95,119,20.84,99,98,35,Maintain
23839,30192,2022-05-15,164,61,108,17.23,96,101,42,Maintain
23840,30193,2021-07-21,171,63,108,17.31,86,109,46,Build Muscle
23847,30195,2023-05-29,178,88,119,21.63,75,110,47,Maintain
23854,30200,2023-06-18,183,64,105,12.16,70,103,32,Lose Fat
23855,30003,2022-12-18,182,76,117,14.84,81,109,31,Build Muscle
23859,30018,2024-08-25,160,68,106,16.03,87,107,42,Maintain
23865,30020,2023-06-19,164,92,117,15.72,70,104,47,Maintain
23870,30051,2022-07-31,180,56,114,16,90,96,30,Build Muscle
23873,30053,2023-08-11,183,59,95,19.29,97,104,35,Lose Fat
23876,30058,2021-06-04,194,92,96,18.49,82,97,43,Build Muscle
23880,30062,2022-12-09,164,81,108,16.17,94,103,48,Build Muscle
23894,30063,2023-07-29,197,63,120,23.74,87,92,41,Build Muscle
23900,30069,2022-06-25,165,94,94,20.16,88,91,48,Maintain
23902,30078,2023-07-31,150,95,91,15.11,89,108,32,Maintain
23911,30079,2023-03-21,157,67,97,16.06,92,104,39,Build Muscle
23915,30084,2022-09-20,170,67,112,23.43,71,91,30,Lose Fat
23917,30088,2023-09-21,197,69,98,18.96,99,104,37,Maintain
23943,30090,2024-06-29,168,57,101,23.93,80,89,41,Build Muscle
23951,30098,2022-12-28,199,80,90,23.99,93,96,33,Build Muscle
23959,30103,2024-03-11,184,89,113,10.45,100,101,36,Build Muscle
23970,30104,2024-05-29,186,81,86,18.44,89,85,34,Build Muscle
23978,30109,2022-11-03,195,81,102,24.07,79,86,44,Build Muscle
23983,30110,2024-10-06,192,61,85,21.05,70,101,34,Maintain
23985,30111,2023-10-19,185,88,88,11.04,70,86,49,Lose Fat
24002,30113,2023-04-09,173,64,106,18.23,93,100,48,Build Muscle
24003,30114,2022-08-04,194,86,90,20.42,71,104,31,Build Muscle
24008,30118,2023-03-19,168,83,93,17.29,91,91,40,Lose Fat
24018,30119,2023-08-09,191,80,96,11.22,81,91,31,Build Muscle
24024,30123,2024-07-27,193,68,87,18.77,85,103,43,Build Muscle
24030,30143,2023-08-27,154,62,120,14.8,94,93,34,Maintain
24032,30146,2021-09-24,168,57,93,14.43,81,103,30,Build Muscle
24035,30147,2021-12-27,184,86,94,14.24,88,91,40,Build Muscle
24045,30149,2022-06-30,168,77,100,19.32,80,107,41,Build Muscle
24047,30153,2023-08-09,170,84,119,11.33,89,90,44,Maintain
24053,30158,2023-03-25,174,86,95,20.71,99,90,41,Lose Fat
24055,30160,2024-10-21,192,89,90,22.87,80,107,40,Maintain
24057,30161,2024-08-29,188,81,102,21.86,85,106,37,Build Muscle
24060,30163,2021-10-25,197,79,88,24.96,81,104,32,Build Muscle
24064,30170,2023-04-12,155,86,94,10.84,77,89,31,Maintain
24067,30174,2023-01-28,189,60,87,19.59,87,97,48,Lose Fat
24074,30177,2023-08-20,171,92,97,21.95,72,101,34,Maintain
24076,30178,2023-05-09,176,57,103,11.12,81,92,45,Lose Fat
24079,30179,2021-12-20,168,75,119,13.41,90,94,30,Maintain
24090,30182,2023-10-19,184,71,111,11.12,72,103,41,Lose Fat
24104,30185,2023-08-09,168,66,85,19.41,81,107,45,Maintain
24114,30187,2023-08-05,164,90,103,24.94,98,94,40,Lose Fat
24124,30189,2022-10-14,176,92,113,20.33,81,100,36,Maintain
24126,30191,2023-05-23,150,66,90,15.52,98,85,46,Lose Fat
24129,30192,2022-04-24,197,93,97,10.59,84,96,30,Lose Fat
24130,30193,2022-10-20,162,94,100,24.21,94,87,39,Lose Fat
24131,30195,2021-06-13,180,80,114,15.92,95,110,48,Maintain
24134,30200,2023-06-03,198,63,107,14.32,85,99,33,Maintain
24141,30003,2024-03-15,173,82,97,15.81,97,107,39,Maintain
24143,30018,2024-07-06,175,73,92,12.32,77,108,35,Build Muscle
24146,30020,2024-01-06,177,79,113,23.06,71,108,42,Maintain
24151,30051,2022-01-23,165,69,95,11.59,85,107,44,Maintain
24152,30053,2021-12-29,183,72,117,19.37,74,92,45,Build Muscle
24159,30058,2022-06-17,167,56,114,14.06,82,106,48,Build Muscle
24164,30062,2024-11-04,197,66,97,11.9,81,95,34,Lose Fat
24167,30063,2024-01-05,175,81,120,19.42,96,98,40,Maintain
24168,30069,2023-02-10,189,91,114,21.37,76,106,42,Build Muscle
24174,30078,2023-07-04,163,72,105,12.5,84,97,39,Maintain
24176,30079,2021-09-10,167,82,118,24.43,78,96,31,Lose Fat
24188,30084,2024-01-31,175,80,86,20.15,70,104,38,Lose Fat
24189,30088,2022-08-12,179,84,88,17.83,74,91,49,Lose Fat
24190,30090,2024-01-04,185,66,90,22.68,87,108,50,Lose Fat
24199,30098,2023-11-11,167,63,98,12.47,77,91,36,Maintain
24200,30103,2024-09-18,194,88,109,22.15,72,102,36,Build Muscle
24205,30104,2023-10-29,157,69,113,15,85,98,47,Build Muscle
24210,30109,2023-07-10,179,74,100,13.12,92,97,30,Lose Fat
24214,30110,2022-11-18,167,73,89,11.74,70,89,35,Maintain
24219,30111,2022-10-05,200,79,108,19.8,80,86,47,Lose Fat
24225,30113,2022-03-26,193,78,113,15.06,77,87,47,Maintain
24229,30114,2022-03-28,200,59,112,19.42,92,99,35,Lose Fat
24232,30118,2022-09-22,193,65,118,10.38,89,89,39,Maintain
24233,30119,2023-12-07,192,85,119,13.5,85,95,40,Maintain
24235,30123,2023-04-22,169,80,108,12.14,72,110,44,Maintain
24245,30143,2023-03-07,160,64,86,12.32,82,99,30,Maintain
24247,30146,2024-03-28,189,92,106,17.14,98,85,47,Build Muscle
24249,30147,2022-06-18,156,81,112,19.36,97,85,45,Build Muscle
24259,30149,2023-01-08,166,82,101,17.87,90,105,50,Lose Fat
24268,30153,2022-07-31,174,66,98,17.94,81,97,40,Lose Fat
24270,30158,2021-07-17,154,88,85,22.62,73,89,40,Maintain
24278,30160,2022-07-13,165,59,110,22.93,85,91,47,Maintain
24286,30161,2021-05-31,186,57,106,24.06,72,101,49,Build Muscle
24287,30163,2023-07-20,185,94,118,11.28,90,93,44,Maintain
24288,30170,2023-09-10,155,61,99,11.18,82,99,49,Build Muscle
24302,30174,2022-04-11,186,90,100,19.84,94,107,32,Build Muscle
24304,30177,2023-06-22,160,87,95,14.88,98,99,39,Lose Fat
24326,30178,2023-12-11,160,67,100,11.48,72,108,36,Build Muscle
24331,30179,2024-01-30,186,88,95,18.87,92,99,48,Maintain
24336,30182,2023-12-28,165,61,120,11.25,96,97,41,Lose Fat
24346,30185,2022-09-20,199,80,87,15.01,85,91,38,Build Muscle
24350,30187,2023-05-13,191,57,120,11.69,91,103,34,Lose Fat
24355,30189,2023-09-19,168,74,111,18.02,98,97,38,Build Muscle
24357,30191,2021-07-08,152,91,113,15.4,92,110,30,Lose Fat
24359,30192,2022-05-03,182,61,97,14.81,78,86,31,Build Muscle
24360,30193,2022-09-12,171,79,91,16.81,100,103,43,Lose Fat
24362,30195,2024-07-13,155,70,98,15.47,76,107,43,Lose Fat
24380,30200,2022-09-19,180,88,109,13.95,92,99,49,Lose Fat
24381,30003,2022-03-26,153,91,113,22.55,86,108,32,Build Muscle
24387,30018,2022-09-26,197,83,119,14.35,76,102,48,Maintain
24388,30020,2022-10-28,180,72,120,12.59,81,85,49,Maintain
24405,30051,2023-01-17,183,93,120,11.81,90,107,38,Build Muscle
24407,30053,2022-02-28,150,63,109,22.04,82,87,30,Lose Fat
24410,30058,2022-04-17,157,58,89,19.05,77,91,39,Build Muscle
24412,30062,2024-12-07,187,88,113,21.26,73,110,48,Lose Fat
24419,30063,2023-03-15,182,85,94,13.27,88,106,47,Build Muscle
24421,30069,2022-02-06,183,69,87,10.48,79,93,35,Lose Fat
24424,30078,2024-12-16,170,67,110,20.69,98,99,37,Lose Fat
24426,30079,2022-10-04,171,80,113,21.94,79,85,37,Maintain
24438,30084,2023-12-14,198,80,114,20.69,77,100,36,Lose Fat
24444,30088,2023-10-18,162,85,98,10.4,80,104,32,Lose Fat
24466,30090,2023-11-27,196,79,89,23.89,80,93,50,Maintain
24476,30098,2023-04-03,197,92,112,24.29,82,86,43,Lose Fat
24480,30103,2024-08-25,172,66,105,16.02,83,96,38,Lose Fat
24488,30104,2022-10-29,188,73,111,19.65,87,99,34,Build Muscle
24492,30109,2023-07-05,158,87,114,14.79,87,103,40,Lose Fat
24493,30110,2021-08-12,181,70,115,16.65,93,86,30,Build Muscle
24504,30111,2022-06-18,152,66,110,18.1,97,103,50,Build Muscle
24514,30113,2022-05-07,151,90,90,10.69,75,93,37,Build Muscle
24515,30114,2023-08-29,192,79,115,24.11,91,95,40,Lose Fat
24528,30118,2022-03-22,187,67,89,17.31,93,92,32,Lose Fat
24540,30119,2024-06-02,159,57,111,12.93,80,103,34,Lose Fat
24542,30123,2023-10-22,167,82,116,17.75,99,91,44,Maintain
24550,30143,2022-06-24,169,90,104,12.48,84,103,36,Maintain
24552,30146,2023-02-22,188,66,112,21.95,100,93,41,Build Muscle
24560,30147,2021-08-18,160,84,105,23.99,75,90,46,Lose Fat
24564,30149,2021-08-24,154,85,102,12.67,92,95,41,Build Muscle
24565,30153,2023-03-05,170,74,91,14.59,74,99,34,Lose Fat
24566,30158,2023-12-08,197,60,93,10.15,91,102,50,Maintain
24567,30160,2023-09-25,192,82,94,19.5,72,88,50,Lose Fat
24573,30161,2022-06-26,164,82,102,24.14,91,100,42,Lose Fat
24582,30163,2022-07-28,184,81,100,24.21,88,91,41,Build Muscle
24586,30170,2022-06-25,197,94,101,15.18,99,94,48,Maintain
24587,30174,2022-04-25,156,60,108,14.41,84,86,39,Maintain
24590,30177,2024-06-02,154,79,113,21.81,94,92,34,Maintain
24594,30178,2023-02-18,191,80,106,16.24,93,94,48,Lose Fat
24609,30179,2022-09-28,164,77,109,23.88,75,100,40,Maintain
24610,30182,2023-08-20,170,73,106,21.64,82,98,43,Lose Fat
24611,30185,2022-02-17,150,81,86,10.08,87,87,31,Build Muscle
24613,30187,2023-12-18,152,72,104,10.93,96,101,40,Build Muscle
24617,30189,2023-08-04,154,64,96,20.48,82,107,33,Lose Fat
24624,30191,2022-08-04,186,61,112,21.54,87,107,50,Maintain
24630,30192,2022-12-05,171,84,114,11.7,94,98,48,Lose Fat
24632,30193,2023-04-15,166,76,113,11.06,71,105,38,Maintain
24635,30195,2022-09-11,183,71,111,17.27,91,101,41,Build Muscle
24647,30200,2024-07-19,171,61,115,18.8,97,87,31,Maintain
24653,30003,2021-06-18,159,94,93,21.38,94,88,36,Build Muscle
24655,30018,2023-05-14,191,85,112,20.37,84,105,47,Maintain
24658,30020,2024-07-03,152,76,102,13.01,97,85,41,Build Muscle
24666,30051,2024-11-02,166,87,100,10.76,85,110,40,Build Muscle
24670,30053,2023-06-04,171,63,91,14.61,86,90,49,Lose Fat
24671,30058,2022-12-18,150,57,119,15.22,85,88,41,Lose Fat
24674,30062,2023-04-12,186,94,118,20.7,76,98,37,Lose Fat
24690,30063,2023-12-24,164,72,89,10.64,97,85,43,Build Muscle
24699,30069,2023-11-23,169,78,98,21.16,80,99,35,Build Muscle
24702,30078,2024-01-17,154,81,92,10.11,79,96,35,Maintain
24703,30079,2022-01-31,153,63,88,24.95,78,94,48,Build Muscle
24708,30084,2024-01-22,153,92,113,13.64,75,104,38,Build Muscle
24716,30088,2023-07-20,160,92,95,17.95,83,102,48,Maintain
24727,30090,2023-04-02,174,90,118,13.88,91,93,49,Maintain
24732,30098,2022-01-25,164,72,95,14.27,83,98,38,Build Muscle
24736,30103,2023-05-18,185,64,113,20.5,79,88,39,Build Muscle
24737,30104,2025-05-08,157,67,104,10.27,81,92,44,Maintain
24738,30109,2022-12-14,162,74,104,23.7,97,86,35,Build Muscle
24742,30110,2023-09-21,183,60,100,24.73,79,102,47,Lose Fat
24743,30111,2023-03-23,155,63,85,12.28,99,85,45,Maintain
24747,30113,2021-06-30,169,60,87,21.81,78,101,36,Build Muscle
24754,30114,2022-11-25,187,80,105,10.49,75,102,39,Build Muscle
24755,30118,2024-12-22,184,95,85,17.36,79,88,39,Build Muscle
24768,30119,2023-09-09,185,61,104,23.78,85,99,34,Maintain
24769,30123,2022-01-17,183,72,117,18.03,73,108,36,Lose Fat
24772,30143,2023-02-08,161,77,90,23.56,90,92,46,Lose Fat
24782,30146,2024-07-10,174,75,107,12.14,92,89,30,Lose Fat
24784,30147,2024-03-20,155,63,90,13.83,73,104,36,Lose Fat
24791,30149,2022-09-14,167,62,107,14.21,100,107,41,Lose Fat
24793,30153,2024-02-19,184,70,120,13.3,88,87,32,Lose Fat
24798,30158,2021-10-31,151,85,114,10.85,90,86,31,Maintain
24803,30160,2021-10-28,200,71,100,18.07,97,102,40,Lose Fat
24806,30161,2023-10-09,164,88,117,20.84,94,102,37,Lose Fat
24818,30163,2023-07-17,187,89,85,23.68,95,96,33,Maintain
24825,30170,2023-05-06,176,82,90,13.59,84,89,30,Build Muscle
24830,30174,2022-02-21,173,60,114,10.5,83,93,35,Lose Fat
24833,30177,2021-07-18,196,81,101,13.83,79,87,31,Maintain
24851,30178,2023-11-02,197,83,90,16.16,77,91,34,Maintain
24852,30179,2023-02-16,185,85,104,22.53,95,107,32,Build Muscle
24855,30182,2025-04-25,188,63,90,15.26,80,94,43,Maintain
24868,30185,2021-06-15,154,81,113,21.5,92,109,41,Build Muscle
24869,30187,2023-11-18,179,80,94,18.57,94,88,36,Lose Fat
24873,30189,2023-01-03,183,85,116,19.65,100,88,41,Maintain
24881,30191,2023-11-17,187,95,119,15.89,70,88,30,Build Muscle
24886,30192,2023-01-29,163,91,115,23.71,78,99,34,Maintain
24888,30193,2021-08-23,185,64,94,23.67,71,102,39,Lose Fat
24895,30195,2022-11-01,184,75,115,15.75,88,108,35,Lose Fat
24897,30200,2025-02-04,180,88,96,19.04,82,97,33,Build Muscle
24898,30003,2024-07-24,165,74,85,13.31,72,103,42,Lose Fat
24900,30018,2024-05-23,196,92,94,12.02,73,91,50,Maintain
24905,30020,2023-05-31,200,55,98,20.74,81,98,40,Maintain
24908,30051,2022-12-09,167,87,94,17.35,91,105,35,Lose Fat
24916,30053,2023-02-13,178,95,102,19.51,95,104,35,Build Muscle
24919,30058,2022-03-28,159,82,117,16.35,97,89,43,Lose Fat
24923,30062,2023-09-27,190,86,117,14.62,100,102,48,Lose Fat
24926,30063,2023-11-10,170,62,117,17.64,71,98,43,Lose Fat
24936,30069,2022-06-30,165,75,113,14.84,87,92,41,Build Muscle
24940,30078,2023-02-17,152,58,120,22.63,99,101,43,Lose Fat
24946,30079,2022-03-08,192,81,109,14.82,92,95,42,Maintain
24949,30084,2023-07-02,159,79,114,18.25,77,108,46,Lose Fat
24956,30088,2024-06-13,181,81,112,10.52,71,108,48,Build Muscle
24968,30090,2022-06-13,160,65,118,10.73,94,97,45,Lose Fat
24971,30098,2021-10-07,191,66,89,11.1,71,91,43,Lose Fat
24980,30103,2023-05-04,191,75,105,17.93,98,107,41,Lose Fat
24981,30104,2023-04-02,190,71,105,15.37,71,94,41,Build Muscle
24986,30109,2022-12-14,173,95,120,14.02,95,110,49,Maintain
24988,30110,2022-09-06,162,73,108,17.95,86,105,43,Maintain
24989,30111,2022-10-26,172,58,90,17.1,91,97,34,Build Muscle
24998,30113,2022-11-02,198,83,89,19.51,88,90,46,Lose Fat
20002,30004,2022-01-17,164,81,117,14.23,91,109,48,Maintain
20006,30010,2022-01-19,177,88,120,19.71,85,92,32,Maintain
20009,30015,2023-03-16,186,77,100,21,75,86,34,Lose Fat
20011,30024,2023-01-16,191,61,114,18.32,80,91,40,Build Muscle
20026,30025,2023-09-17,153,72,88,12.98,86,96,39,Maintain
20030,30029,2023-09-06,171,70,98,24.03,94,100,41,Maintain
20031,30030,2021-06-11,196,89,86,15.41,96,86,41,Build Muscle
20036,30031,2022-10-19,197,87,85,13.92,86,108,33,Maintain
20040,30036,2023-03-12,194,63,115,12.48,91,91,45,Maintain
20041,30038,2023-12-10,162,77,103,24.65,77,86,38,Build Muscle
20046,30045,2024-11-29,164,82,98,14.16,72,102,39,Build Muscle
20049,30046,2023-10-25,199,75,109,23.14,78,105,35,Maintain
20053,30048,2023-12-08,198,87,89,20.64,82,89,41,Lose Fat
20054,30056,2023-06-04,194,78,107,17.84,74,110,33,Lose Fat
20057,30060,2022-11-25,171,95,117,17.9,98,110,43,Maintain
20058,30071,2024-10-08,175,90,87,18.36,96,92,44,Maintain
20060,30072,2023-06-21,157,69,104,10.6,78,87,43,Lose Fat
20063,30073,2023-10-02,150,86,97,17.14,84,85,38,Maintain
20064,30074,2023-05-29,155,73,96,10.39,80,104,37,Maintain
20072,30077,2024-07-13,157,79,113,10.4,90,90,40,Lose Fat
20075,30082,2022-12-13,180,63,100,11.64,81,98,34,Build Muscle
20078,30083,2024-06-02,167,89,98,17.9,75,103,32,Lose Fat
20082,30085,2022-12-06,197,62,101,23.19,81,104,44,Lose Fat
20084,30087,2022-09-14,189,92,113,20.23,75,88,46,Lose Fat
20086,30092,2023-08-05,156,94,99,20.05,97,98,31,Lose Fat
20091,30095,2023-04-25,170,55,96,13.07,87,91,41,Maintain
20092,30102,2023-06-29,195,88,119,24.77,100,103,35,Maintain
20094,30117,2025-04-18,182,79,90,10.76,93,97,31,Maintain
20097,30125,2022-09-22,174,70,99,10.15,89,91,44,Lose Fat
20099,30126,2024-03-03,153,68,120,18.54,98,110,44,Lose Fat
20100,30129,2023-09-28,152,67,86,24.53,94,89,40,Maintain
20101,30133,2024-05-28,182,60,88,14.61,94,91,30,Lose Fat
20103,30135,2024-06-07,159,56,88,14.71,86,104,36,Lose Fat
20107,30148,2023-04-23,180,70,105,23.79,91,86,32,Lose Fat
20111,30151,2022-03-28,186,80,107,15.69,99,102,30,Maintain
20113,30152,2023-10-16,196,56,96,16.53,97,87,30,Maintain
20116,30156,2024-06-26,167,68,87,23.11,93,94,36,Maintain
20122,30162,2022-08-30,179,78,120,17.82,91,92,42,Build Muscle
20124,30165,2022-04-02,187,69,111,17.73,92,93,32,Maintain
20126,30166,2022-05-15,171,89,110,12.1,88,98,40,Maintain
20131,30168,2021-10-11,178,79,89,20.31,84,105,44,Build Muscle
20137,30181,2022-01-31,159,80,112,11.98,80,85,44,Maintain
20144,30184,2023-08-24,150,55,88,24.56,97,107,35,Lose Fat
20149,30194,2022-05-26,174,76,101,19.01,90,85,35,Lose Fat
20152,30196,2022-05-20,197,92,113,10.22,79,87,30,Lose Fat
20153,30199,2024-05-31,159,68,111,24.37,93,103,45,Maintain
20154,30004,2022-12-07,176,78,94,13.89,83,102,48,Maintain
20155,30010,2023-02-21,160,95,110,24.52,86,108,37,Lose Fat
20156,30015,2022-09-09,163,74,116,15.39,99,85,40,Maintain
20157,30024,2022-02-24,185,88,99,13.85,90,100,30,Maintain
20162,30025,2022-12-23,166,83,111,11.43,88,86,32,Build Muscle
20165,30029,2023-12-04,196,63,93,10.37,88,97,49,Lose Fat
20168,30030,2022-11-30,150,92,120,15.47,90,94,46,Lose Fat
20171,30031,2024-04-01,156,70,111,10.53,76,87,31,Maintain
20174,30036,2023-05-24,184,67,85,20.13,77,88,45,Maintain
20179,30038,2025-03-02,173,94,107,18.59,77,110,48,Maintain
20180,30045,2024-07-12,185,70,90,10.73,70,91,47,Build Muscle
20181,30046,2022-04-10,177,89,110,11.41,86,91,30,Maintain
20184,30048,2022-01-02,189,94,87,22.67,83,97,49,Lose Fat
20187,30056,2024-01-03,167,85,92,21.02,94,86,46,Lose Fat
20194,30060,2023-10-24,181,57,102,20.62,97,101,48,Lose Fat
20195,30071,2022-12-01,176,75,119,20.88,96,108,34,Lose Fat
20198,30072,2021-09-17,151,66,97,23.07,94,93,40,Lose Fat
20203,30073,2024-04-02,178,73,101,13.26,75,94,39,Build Muscle
20209,30074,2023-09-02,158,87,114,19.58,85,86,50,Maintain
20213,30077,2021-07-06,190,65,85,20.7,90,94,44,Maintain
20214,30082,2021-12-06,185,56,94,13.1,76,106,37,Maintain
20218,30083,2021-12-03,196,93,119,19.6,95,104,38,Build Muscle
20221,30085,2022-03-12,185,79,87,21.56,88,89,50,Lose Fat
20226,30087,2023-10-17,185,65,112,19.08,81,94,45,Maintain
20229,30092,2021-05-25,199,88,95,22.76,80,86,31,Build Muscle
20230,30095,2023-03-31,190,71,116,14.18,95,94,49,Lose Fat
20234,30102,2024-09-16,175,59,117,16.09,75,108,46,Build Muscle
20241,30117,2023-06-20,195,78,118,18.49,94,106,33,Build Muscle
20242,30125,2023-05-19,200,78,108,21.81,77,90,36,Build Muscle
20243,30126,2022-02-07,177,91,109,14.45,77,106,46,Maintain
20252,30129,2023-04-16,198,62,89,17.87,100,103,39,Lose Fat
20267,30133,2023-12-23,171,73,117,15.03,91,94,36,Lose Fat
20274,30135,2024-12-17,188,80,102,13.15,94,90,45,Maintain
20276,30148,2022-12-13,156,76,114,19.15,95,103,37,Lose Fat
20283,30151,2023-12-02,193,75,112,13.1,80,108,49,Maintain
20288,30152,2021-12-13,181,74,99,20.08,73,103,36,Lose Fat
20293,30156,2023-08-04,190,90,103,12.36,79,110,39,Build Muscle
20310,30162,2023-01-22,185,85,94,16.48,77,105,36,Lose Fat
20319,30165,2023-12-30,186,59,98,22.71,91,106,43,Lose Fat
20321,30166,2023-09-12,187,59,116,11.61,98,90,39,Maintain
20328,30168,2022-08-19,199,95,111,17.54,100,105,37,Lose Fat
20333,30181,2022-11-16,157,85,85,23.27,92,98,35,Lose Fat
20338,30184,2023-01-14,192,60,109,23.34,75,100,37,Build Muscle
20345,30194,2023-01-05,188,61,112,19.92,90,100,34,Build Muscle
20352,30196,2023-07-28,166,73,114,24.41,74,108,40,Build Muscle
20355,30199,2023-08-26,200,81,112,10.78,92,93,46,Build Muscle
20366,30004,2022-02-14,200,91,106,20.55,89,106,38,Maintain
20369,30010,2024-04-02,157,71,97,18.81,92,91,30,Lose Fat
20370,30015,2024-09-25,152,79,108,17.4,92,87,44,Maintain
20375,30024,2022-11-03,157,83,93,16.32,78,104,40,Lose Fat
20379,30025,2022-03-26,164,63,98,11.23,89,85,41,Lose Fat
20383,30029,2023-08-22,176,89,116,13.32,72,94,42,Lose Fat
20387,30030,2022-01-02,199,71,94,22.4,98,110,33,Build Muscle
20391,30031,2022-02-03,185,84,96,15.45,81,107,37,Build Muscle
20402,30036,2023-05-29,151,84,106,17.7,75,108,32,Maintain
20406,30038,2022-10-01,161,64,103,20.14,86,94,35,Build Muscle
20410,30045,2024-06-12,194,86,112,21.94,100,99,49,Build Muscle
20414,30046,2023-08-07,164,60,115,18.66,82,95,48,Lose Fat
20422,30048,2022-01-10,178,84,119,15.4,78,85,34,Build Muscle
20423,30056,2021-12-19,154,93,87,15.84,74,98,40,Build Muscle
20430,30060,2023-02-11,174,83,107,14.57,99,99,39,Lose Fat
20432,30071,2024-06-08,164,67,96,21.69,89,100,48,Maintain
20435,30072,2021-08-11,182,70,111,14.27,92,86,50,Lose Fat
20437,30073,2023-02-02,158,61,116,21.62,81,90,47,Build Muscle
20441,30074,2022-04-21,154,92,116,23.49,87,103,35,Maintain
20444,30077,2021-12-06,169,91,101,18.46,86,86,43,Maintain
20445,30082,2022-09-27,192,82,92,21.08,82,102,30,Maintain
20446,30083,2025-02-07,164,80,105,13.38,83,106,39,Build Muscle
20450,30085,2024-07-07,163,91,114,11.79,92,86,46,Build Muscle
20454,30087,2025-01-14,177,95,115,15.71,91,94,46,Maintain
20457,30092,2023-04-17,192,84,106,16.63,100,86,32,Build Muscle
20458,30095,2023-05-18,176,89,113,12.43,99,102,31,Build Muscle
20461,30102,2022-03-27,175,75,115,18.54,96,107,44,Lose Fat
20464,30117,2022-11-26,152,83,120,11.61,91,85,41,Build Muscle
20465,30125,2023-09-08,160,76,111,17.7,88,101,38,Maintain
20469,30126,2022-03-06,168,67,110,22.62,84,87,48,Build Muscle
20470,30129,2023-10-16,196,93,99,24.41,91,86,39,Lose Fat
20474,30133,2023-10-09,184,73,93,11.71,75,104,35,Maintain
20476,30135,2023-03-16,169,68,116,19.46,95,100,32,Build Muscle
20479,30148,2023-10-11,162,69,96,13.72,96,99,48,Lose Fat
20482,30151,2024-12-08,165,61,104,18.67,70,92,42,Lose Fat
20485,30152,2024-06-03,156,83,98,22.04,89,101,40,Maintain
20490,30156,2023-08-24,154,74,97,17.95,70,100,44,Lose Fat
20491,30162,2022-03-24,170,59,120,13.3,76,109,46,Lose Fat
20492,30165,2023-10-09,178,59,120,18.98,96,105,30,Build Muscle
20496,30166,2023-07-19,181,68,100,10.13,92,109,30,Maintain
20497,30168,2023-02-25,161,70,114,15.08,91,104,31,Maintain
20499,30181,2023-05-16,177,93,120,14.21,92,94,47,Maintain
20500,30184,2023-06-29,199,70,116,10.99,86,95,40,Maintain
20504,30194,2023-07-08,197,59,95,17.33,85,94,31,Lose Fat
20505,30196,2022-04-05,162,75,86,17.32,79,86,37,Build Muscle
20506,30199,2023-01-16,171,83,114,22.39,91,88,31,Maintain
20507,30004,2023-01-19,165,65,97,11.18,76,94,41,Maintain
20508,30010,2023-08-23,178,71,103,10.94,83,93,33,Build Muscle
20511,30015,2023-01-03,160,73,96,14.32,85,103,50,Build Muscle
20512,30024,2021-08-17,193,74,106,17.26,84,90,43,Maintain
20515,30025,2025-04-20,174,91,120,23.82,88,100,42,Lose Fat
20518,30029,2023-04-11,186,88,103,18.42,89,93,30,Maintain
20519,30030,2023-08-20,191,68,91,17.79,89,86,43,Lose Fat
20521,30031,2024-05-18,200,94,87,16.96,93,104,42,Maintain
20522,30036,2023-01-05,172,83,96,11.29,86,94,35,Lose Fat
20524,30038,2022-07-23,185,60,89,18.93,85,105,42,Maintain
20530,30045,2021-11-12,155,77,100,24.35,81,99,35,Maintain
20531,30046,2022-07-24,160,65,87,13.96,85,94,41,Build Muscle
20533,30048,2024-07-07,176,85,119,19.1,85,96,48,Maintain
20541,30056,2022-07-12,196,93,118,20.03,80,108,49,Build Muscle
20542,30060,2022-07-10,154,66,114,21.53,89,103,46,Lose Fat
20548,30071,2023-08-27,199,59,97,18.28,95,96,35,Build Muscle
20549,30072,2022-07-01,154,90,96,22.39,86,88,42,Maintain
20554,30073,2021-08-16,165,77,102,11.52,73,101,42,Maintain
20556,30074,2022-10-13,188,90,100,15.27,99,110,50,Build Muscle
20560,30077,2022-04-24,185,60,102,11.85,88,85,37,Build Muscle
20562,30082,2023-11-13,151,62,95,18.42,71,105,40,Lose Fat
20564,30083,2022-04-22,165,59,120,11.91,88,85,39,Build Muscle
20566,30085,2023-04-02,181,85,85,19.61,82,97,48,Maintain
20567,30087,2024-08-11,194,88,103,23.92,88,105,49,Maintain
20568,30092,2023-01-29,195,75,115,22.56,95,100,47,Lose Fat
