Trainee ID,Membership ID,Branch ID,Date,Invoice Number,Payment Method,Total Amount
21229,3,2,2023-07-18,INV2229,Instapay,15000
21230,2,1,2022-09-19,INV2230,Instapay,8000
21231,3,1,2023-09-22,INV2231,Instapay,15000
21232,1,1,2023-12-02,INV2232,Instapay,5000
21233,3,1,2023-06-20,INV2233,Credit Card,15000
21234,1,1,2024-08-13,INV2234,Credit Card,5000
21235,5,3,2022-07-28,INV2235,Credit Card,30000
21236,1,2,2022-07-19,INV2236,Cash,5000
21237,3,2,2022-09-20,INV2237,Instapay,15000
21238,2,1,2024-05-16,INV2238,Instapay,8000
21239,5,1,2022-06-25,INV2239,Instapay,30000
21240,5,1,2021-06-11,INV2240,Instapay,30000
21241,1,3,2021-09-29,INV2241,Cash,5000
21242,4,1,2024-03-31,INV2242,Cash,16000
21243,2,1,2023-03-23,INV2243,Credit Card,8000
21244,3,1,2023-11-19,INV2244,Credit Card,15000
21245,3,2,2023-04-24,INV2245,Cash,15000
21246,1,3,2023-09-21,INV2246,Instapay,5000
21247,3,1,2022-02-04,INV2247,Credit Card,15000
21248,5,2,2023-02-25,INV2248,Instapay,30000
21249,3,2,2023-11-30,INV2249,Instapay,15000
21250,4,1,2022-09-30,INV2250,Instapay,16000
21251,5,1,2022-08-11,INV2251,Credit Card,30000
21252,1,2,2023-12-23,INV2252,Credit Card,5000
21253,4,3,2025-04-27,INV2253,Instapay,16000
21254,4,1,2025-02-02,INV2254,Instapay,16000
21255,2,2,2024-06-25,INV2255,Cash,8000
21256,3,1,2022-11-18,INV2256,Credit Card,15000
21257,2,2,2021-07-22,INV2257,Credit Card,8000
21258,3,1,2022-09-10,INV2258,Credit Card,15000
21259,1,1,2022-02-03,INV2259,Instapay,5000
21260,4,2,2023-09-26,INV2260,Cash,16000
21261,4,3,2023-10-02,INV2261,Cash,16000
21262,5,1,2021-09-14,INV2262,Instapay,30000
21263,3,1,2023-03-21,INV2263,Credit Card,15000
21264,5,1,2023-06-09,INV2264,Instapay,30000
21265,1,2,2022-03-18,INV2265,Cash,5000
21266,1,1,2021-05-25,INV2266,Cash,5000
21267,3,1,2023-01-24,INV2267,Credit Card,15000
21268,3,3,2023-02-09,INV2268,Instapay,15000
21269,4,2,2023-02-27,INV2269,Credit Card,16000
21270,3,1,2025-01-27,INV2270,Instapay,15000
21271,1,1,2022-09-23,INV2271,Instapay,5000
21272,5,2,2022-01-03,INV2272,Instapay,30000
21273,5,1,2022-04-13,INV2273,Cash,30000
21274,2,3,2023-02-24,INV2274,Cash,8000
21275,3,3,2022-11-17,INV2275,Instapay,15000
21276,1,1,2022-07-05,INV2276,Cash,5000
21277,4,3,2023-05-20,INV2277,Instapay,16000
21278,1,2,2023-06-04,INV2278,Cash,5000
21279,4,1,2022-05-06,INV2279,Instapay,16000
21280,4,2,2022-10-13,INV2280,Cash,16000
21281,5,2,2022-02-09,INV2281,Credit Card,30000
21282,3,1,2022-04-04,INV2282,Credit Card,15000
21283,2,3,2023-02-23,INV2283,Instapay,8000
21284,3,2,2023-04-08,INV2284,Cash,15000
21285,3,3,2023-08-19,INV2285,Cash,15000
21286,1,1,2022-11-09,INV2286,Instapay,5000
21287,4,1,2022-08-29,INV2287,Cash,16000
21288,1,1,2022-12-29,INV2288,Cash,5000
21289,5,3,2022-09-06,INV2289,Instapay,30000
21290,2,2,2024-01-06,INV2290,Instapay,8000
21291,3,1,2022-11-21,INV2291,Cash,15000
21292,1,2,2023-09-15,INV2292,Instapay,5000
21293,3,3,2022-10-20,INV2293,Cash,15000
21294,2,2,2022-08-02,INV2294,Cash,8000
21295,2,3,2022-01-15,INV2295,Credit Card,8000
21296,2,3,2022-04-08,INV2296,Cash,8000
21297,3,1,2023-05-22,INV2297,Credit Card,15000
21298,1,3,2023-07-04,INV2298,Credit Card,5000
21299,4,3,2022-02-19,INV2299,Instapay,16000
21300,2,2,2022-12-22,INV2300,Instapay,8000
21301,2,1,2022-10-11,INV2301,Instapay,8000
21302,1,1,2022-05-01,INV2302,Instapay,5000
21303,1,1,2022-08-23,INV2303,Cash,5000
21304,5,1,2023-09-05,INV2304,Instapay,30000
21305,5,2,2021-12-23,INV2305,Credit Card,30000
21306,1,3,2023-04-02,INV2306,Cash,5000
21307,4,1,2022-07-17,INV2307,Credit Card,16000
21308,5,2,2023-08-31,INV2308,Instapay,30000
21309,2,3,2024-04-07,INV2309,Credit Card,8000
21310,1,2,2022-04-01,INV2310,Cash,5000
21311,1,3,2024-02-03,INV2311,Credit Card,5000
21312,4,3,2023-09-04,INV2312,Cash,16000
21313,1,2,2022-08-13,INV2313,Cash,5000
21314,1,1,2023-07-28,INV2314,Cash,5000
21315,1,1,2024-10-08,INV2315,Credit Card,5000
21316,4,1,2022-10-21,INV2316,Instapay,16000
21317,1,1,2023-12-24,INV2317,Cash,5000
21318,2,1,2022-02-27,INV2318,Cash,8000
21319,4,2,2022-06-01,INV2319,Instapay,16000
21320,1,3,2023-08-24,INV2320,Cash,5000
21321,5,2,2023-09-03,INV2321,Instapay,30000
21322,4,3,2023-09-04,INV2322,Instapay,16000
21323,3,1,2024-01-06,INV2323,Cash,15000
21324,5,1,2022-04-08,INV2324,Cash,30000
21325,1,1,2024-06-18,INV2325,Credit Card,5000
21326,1,2,2022-06-21,INV2326,Cash,5000
21327,4,1,2022-09-04,INV2327,Credit Card,16000
21328,3,1,2023-01-12,INV2328,Cash,15000
21329,5,1,2024-05-10,INV2329,Cash,30000
21330,2,3,2024-04-16,INV2330,Instapay,8000
21331,5,1,2023-06-10,INV2331,Cash,30000
21332,5,2,2024-04-19,INV2332,Credit Card,30000
21333,3,1,2023-08-26,INV2333,Cash,15000
21334,5,3,2023-01-18,INV2334,Credit Card,30000
21335,1,1,2022-05-21,INV2335,Instapay,5000
21336,1,3,2023-03-20,INV2336,Credit Card,5000
21337,1,2,2025-02-06,INV2337,Instapay,5000
21338,2,1,2021-11-09,INV2338,Cash,8000
21339,4,1,2023-05-15,INV2339,Credit Card,16000
21340,2,1,2023-10-15,INV2340,Instapay,8000
21341,4,1,2023-01-29,INV2341,Instapay,16000
21342,3,3,2022-10-14,INV2342,Credit Card,15000
21343,1,1,2022-02-27,INV2343,Instapay,5000
21344,2,1,2022-12-05,INV2344,Instapay,8000
21345,5,1,2022-03-10,INV2345,Instapay,30000
21346,4,2,2022-07-25,INV2346,Instapay,16000
21347,5,2,2023-01-16,INV2347,Instapay,30000
21348,4,1,2021-11-09,INV2348,Instapay,16000
21349,3,1,2023-05-19,INV2349,Credit Card,15000
21350,4,2,2022-04-13,INV2350,Cash,16000
21351,1,1,2023-12-11,INV2351,Credit Card,5000
21352,5,2,2022-10-22,INV2352,Credit Card,30000
21353,4,1,2023-03-30,INV2353,Cash,16000
21354,1,2,2021-09-10,INV2354,Cash,5000
21355,5,2,2024-07-10,INV2355,Credit Card,30000
21356,2,1,2023-02-08,INV2356,Cash,8000
21357,5,1,2021-12-26,INV2357,Cash,30000
21358,3,1,2023-10-24,INV2358,Credit Card,15000
21359,2,1,2023-09-21,INV2359,Credit Card,8000
21360,2,2,2021-12-22,INV2360,Cash,8000
21361,5,2,2024-03-02,INV2361,Credit Card,30000
21362,1,1,2023-05-13,INV2362,Instapay,5000
21363,2,1,2023-08-21,INV2363,Cash,8000
21364,1,1,2022-10-11,INV2364,Cash,5000
21365,5,3,2024-09-21,INV2365,Cash,30000
21366,4,1,2022-06-03,INV2366,Cash,16000
21367,3,1,2023-03-15,INV2367,Instapay,15000
21368,1,3,2024-03-01,INV2368,Instapay,5000
21369,2,3,2025-01-03,INV2369,Credit Card,8000
21370,3,2,2024-03-14,INV2370,Cash,15000
21371,3,2,2023-08-07,INV2371,Instapay,15000
21372,4,1,2021-08-13,INV2372,Credit Card,16000
21373,4,3,2024-11-14,INV2373,Credit Card,16000
21374,2,2,2022-09-04,INV2374,Instapay,8000
21375,2,1,2022-11-09,INV2375,Cash,8000
21376,1,2,2022-11-14,INV2376,Cash,5000
21377,3,2,2022-09-08,INV2377,Cash,15000
21378,1,3,2022-10-11,INV2378,Credit Card,5000
21379,3,3,2022-12-01,INV2379,Instapay,15000
21380,2,1,2023-07-26,INV2380,Cash,8000
21381,1,1,2023-04-08,INV2381,Cash,5000
21382,3,3,2021-10-05,INV2382,Credit Card,15000
21383,3,1,2024-09-12,INV2383,Credit Card,15000
21384,4,1,2023-12-20,INV2384,Credit Card,16000
21385,5,1,2022-12-01,INV2385,Instapay,30000
21386,5,3,2023-05-04,INV2386,Credit Card,30000
21387,4,1,2024-05-18,INV2387,Cash,16000
21388,2,3,2024-06-17,INV2388,Instapay,8000
21389,5,2,2022-09-27,INV2389,Instapay,30000
21390,5,1,2022-08-22,INV2390,Instapay,30000
21391,4,2,2023-06-18,INV2391,Cash,16000
21392,4,3,2022-03-01,INV2392,Cash,16000
21393,5,3,2023-08-14,INV2393,Instapay,30000
21394,1,2,2023-06-21,INV2394,Instapay,5000
21395,3,1,2023-08-16,INV2395,Instapay,15000
21396,3,1,2023-08-11,INV2396,Cash,15000
21397,5,1,2022-12-02,INV2397,Cash,30000
21398,2,3,2022-10-12,INV2398,Cash,8000
21399,4,1,2023-03-22,INV2399,Credit Card,16000
21400,1,3,2024-10-15,INV2400,Instapay,5000
21401,2,1,2022-01-14,INV2401,Instapay,8000
21402,2,2,2025-04-11,INV2402,Instapay,8000
21403,3,1,2022-01-24,INV2403,Cash,15000
21404,4,1,2022-05-05,INV2404,Credit Card,16000
21405,5,1,2023-07-14,INV2405,Instapay,30000
21406,5,3,2023-09-30,INV2406,Cash,30000
21407,3,2,2023-05-12,INV2407,Instapay,15000
21408,1,1,2022-08-06,INV2408,Credit Card,5000
21409,1,2,2022-06-26,INV2409,Cash,5000
21410,3,1,2023-07-13,INV2410,Instapay,15000
21411,2,3,2024-02-25,INV2411,Cash,8000
21412,3,3,2023-06-14,INV2412,Cash,15000
21413,3,1,2022-03-26,INV2413,Instapay,15000
21414,4,3,2024-01-19,INV2414,Credit Card,16000
21415,4,1,2023-06-19,INV2415,Instapay,16000
21416,3,2,2022-02-27,INV2416,Credit Card,15000
21417,3,1,2024-01-20,INV2417,Instapay,15000
21418,4,1,2023-10-14,INV2418,Credit Card,16000
21419,2,1,2024-01-27,INV2419,Instapay,8000
21420,4,1,2024-10-26,INV2420,Cash,16000
21421,2,1,2022-01-25,INV2421,Instapay,8000
21422,4,1,2022-09-23,INV2422,Cash,16000
21423,2,1,2022-04-10,INV2423,Cash,8000
21424,2,1,2022-01-17,INV2424,Credit Card,8000
21425,2,1,2021-08-26,INV2425,Cash,8000
21426,1,1,2022-02-09,INV2426,Cash,5000
21427,4,3,2023-03-17,INV2427,Instapay,16000
21428,5,1,2023-06-14,INV2428,Instapay,30000
21429,5,2,2022-07-14,INV2429,Credit Card,30000
21430,4,1,2024-10-31,INV2430,Cash,16000
21431,1,1,2023-04-30,INV2431,Instapay,5000
21432,5,1,2022-07-05,INV2432,Cash,30000
21433,1,2,2022-07-22,INV2433,Cash,5000
21434,3,1,2023-07-26,INV2434,Instapay,15000
21435,5,2,2022-10-30,INV2435,Cash,30000
21436,3,2,2023-08-20,INV2436,Credit Card,15000
21437,4,3,2024-10-04,INV2437,Instapay,16000
21438,4,2,2022-08-19,INV2438,Credit Card,16000
21439,2,3,2024-01-22,INV2439,Cash,8000
21440,2,1,2022-04-20,INV2440,Credit Card,8000
21441,3,3,2023-07-27,INV2441,Instapay,15000
21442,5,1,2023-11-20,INV2442,Instapay,30000
21443,5,1,2024-02-20,INV2443,Credit Card,30000
21444,5,1,2023-01-28,INV2444,Instapay,30000
21445,1,1,2024-01-08,INV2445,Cash,5000
21446,1,1,2023-09-26,INV2446,Cash,5000
21447,2,3,2023-06-23,INV2447,Credit Card,8000
21448,5,1,2025-03-30,INV2448,Instapay,30000
21449,2,3,2022-04-15,INV2449,Instapay,8000
21450,5,2,2022-04-26,INV2450,Instapay,30000
21451,1,3,2023-12-02,INV2451,Cash,5000
21452,1,1,2023-09-22,INV2452,Cash,5000
21453,5,1,2021-08-29,INV2453,Instapay,30000
21454,2,3,2022-10-18,INV2454,Cash,8000
21455,5,1,2022-07-24,INV2455,Credit Card,30000
21456,1,1,2023-11-20,INV2456,Cash,5000
21457,2,2,2021-09-14,INV2457,Cash,8000
21458,3,2,2023-09-28,INV2458,Cash,15000
21459,1,1,2024-05-10,INV2459,Cash,5000
21460,5,1,2022-12-05,INV2460,Credit Card,30000
21461,1,1,2025-03-20,INV2461,Instapay,5000
21462,1,1,2023-11-06,INV2462,Credit Card,5000
21463,2,1,2022-03-26,INV2463,Instapay,8000
21464,4,1,2023-12-10,INV2464,Credit Card,16000
21465,4,1,2022-01-14,INV2465,Instapay,16000
21466,3,1,2022-09-17,INV2466,Cash,15000
21467,2,3,2023-03-21,INV2467,Cash,8000
21468,2,2,2023-10-23,INV2468,Credit Card,8000
21469,3,3,2023-05-28,INV2469,Credit Card,15000
21470,1,1,2023-09-08,INV2470,Cash,5000
21471,3,2,2023-09-05,INV2471,Cash,15000
21472,1,3,2022-07-08,INV2472,Cash,5000
21473,1,2,2023-01-27,INV2473,Cash,5000
21474,3,1,2022-03-10,INV2474,Instapay,15000
21475,4,3,2023-11-19,INV2475,Credit Card,16000
21476,2,2,2022-01-21,INV2476,Cash,8000
21477,2,2,2023-02-02,INV2477,Cash,8000
21478,5,2,2024-06-12,INV2478,Credit Card,30000
21479,1,3,2023-06-15,INV2479,Cash,5000
21480,3,1,2024-06-09,INV2480,Cash,15000
21481,2,3,2022-01-18,INV2481,Cash,8000
21482,1,1,2023-09-27,INV2482,Instapay,5000
21483,4,3,2023-02-18,INV2483,Instapay,16000
21484,4,2,2023-05-09,INV2484,Credit Card,16000
21485,2,1,2023-12-23,INV2485,Instapay,8000
21486,4,3,2022-12-08,INV2486,Credit Card,16000
21487,1,3,2023-11-03,INV2487,Credit Card,5000
21488,1,2,2023-01-05,INV2488,Cash,5000
21489,5,1,2024-08-09,INV2489,Cash,30000
21490,4,1,2023-04-17,INV2490,Cash,16000
21491,1,1,2023-02-14,INV2491,Cash,5000
21492,4,3,2023-12-04,INV2492,Credit Card,16000
21493,2,1,2022-06-16,INV2493,Credit Card,8000
21494,3,1,2023-09-30,INV2494,Credit Card,15000
21495,4,1,2023-07-21,INV2495,Credit Card,16000
21496,1,1,2023-01-24,INV2496,Credit Card,5000
21497,2,1,2021-08-22,INV2497,Cash,8000
21498,1,1,2022-04-26,INV2498,Credit Card,5000
21499,2,1,2022-02-11,INV2499,Cash,8000
21500,5,2,2022-05-20,INV2500,Credit Card,30000
21501,5,3,2023-11-15,INV2501,Instapay,30000
21502,4,1,2022-07-31,INV2502,Credit Card,16000
21503,5,2,2023-03-26,INV2503,Credit Card,30000
21504,3,1,2023-10-25,INV2504,Instapay,15000
21505,1,2,2022-11-11,INV2505,Credit Card,5000
21506,5,3,2023-09-14,INV2506,Cash,30000
21507,5,3,2024-11-14,INV2507,Credit Card,30000
21508,3,1,2023-11-20,INV2508,Credit Card,15000
21509,1,2,2022-04-27,INV2509,Cash,5000
21510,4,1,2021-11-22,INV2510,Cash,16000
21511,3,2,2023-09-27,INV2511,Credit Card,15000
21512,2,1,2022-07-18,INV2512,Instapay,8000
21513,5,3,2022-06-14,INV2513,Cash,30000
21514,3,1,2023-10-16,INV2514,Instapay,15000
21515,2,1,2023-11-03,INV2515,Cash,8000
21516,4,2,2024-01-06,INV2516,Cash,16000
21517,3,2,2022-12-05,INV2517,Instapay,15000
21518,2,3,2023-01-02,INV2518,Instapay,8000
21519,2,2,2024-03-19,INV2519,Credit Card,8000
21520,5,1,2023-03-08,INV2520,Instapay,30000
21521,2,1,2024-08-14,INV2521,Instapay,8000
21522,2,1,2022-02-25,INV2522,Cash,8000
21523,2,1,2023-06-14,INV2523,Instapay,8000
21524,3,3,2022-08-20,INV2524,Credit Card,15000
21525,3,1,2023-10-28,INV2525,Cash,15000
21526,4,1,2023-05-26,INV2526,Instapay,16000
21527,2,1,2022-09-20,INV2527,Credit Card,8000
21528,5,3,2023-01-29,INV2528,Cash,30000
21529,1,2,2022-03-16,INV2529,Instapay,5000
21530,3,1,2023-07-13,INV2530,Credit Card,15000
21531,3,1,2023-07-17,INV2531,Instapay,15000
21532,2,1,2024-07-06,INV2532,Instapay,8000
21533,4,1,2023-10-15,INV2533,Cash,16000
21534,4,1,2023-05-29,INV2534,Credit Card,16000
21535,3,1,2024-02-14,INV2535,Cash,15000
21536,3,2,2023-01-13,INV2536,Instapay,15000
21537,2,1,2023-09-24,INV2537,Credit Card,8000
21538,4,1,2022-03-22,INV2538,Cash,16000
21539,3,2,2022-04-19,INV2539,Cash,15000
21540,3,3,2023-01-26,INV2540,Instapay,15000
21541,1,1,2023-03-08,INV2541,Credit Card,5000
21542,4,1,2023-01-24,INV2542,Credit Card,16000
21543,2,3,2023-05-26,INV2543,Cash,8000
21544,4,3,2024-08-17,INV2544,Cash,16000
21545,1,1,2022-03-24,INV2545,Instapay,5000
21546,4,1,2023-02-08,INV2546,Instapay,16000
21547,4,1,2023-10-28,INV2547,Instapay,16000
21548,3,1,2023-11-17,INV2548,Credit Card,15000
21549,2,4,2023-05-18,INV2549,Credit Card,8000
21550,4,4,2022-12-22,INV2550,Cash,16000
21551,2,3,2023-06-05,INV2551,Credit Card,8000
21552,3,2,2023-12-09,INV2552,Instapay,15000
21553,2,1,2023-03-22,INV2553,Instapay,8000
21554,1,1,2022-11-17,INV2554,Instapay,5000
21555,3,1,2023-03-04,INV2555,Cash,15000
21556,1,2,2022-10-26,INV2556,Instapay,5000
21557,3,4,2022-05-25,INV2557,Instapay,15000
21558,4,1,2021-09-26,INV2558,Credit Card,16000
21559,5,1,2024-05-13,INV2559,Credit Card,30000
21560,5,1,2023-11-25,INV2560,Instapay,30000
21561,2,4,2022-05-10,INV2561,Cash,8000
21562,1,2,2024-03-22,INV2562,Instapay,5000
21563,4,1,2023-12-01,INV2563,Cash,16000
21564,3,2,2022-03-12,INV2564,Credit Card,15000
21565,4,2,2023-07-22,INV2565,Instapay,16000
21566,5,1,2022-01-12,INV2566,Cash,30000
21567,1,1,2024-07-28,INV2567,Instapay,5000
21568,4,1,2023-09-01,INV2568,Instapay,16000
21569,5,1,2022-04-22,INV2569,Credit Card,30000
21570,5,1,2023-01-19,INV2570,Instapay,30000
21571,4,3,2023-10-25,INV2571,Cash,16000
21572,3,1,2023-01-28,INV2572,Instapay,15000
21573,1,3,2024-06-30,INV2573,Instapay,5000
21574,4,1,2023-12-24,INV2574,Credit Card,16000
21575,1,1,2023-10-27,INV2575,Credit Card,5000
21576,3,2,2022-04-25,INV2576,Instapay,15000
21577,2,1,2023-09-28,INV2577,Credit Card,8000
21578,4,4,2022-06-07,INV2578,Instapay,16000
21579,5,3,2024-01-03,INV2579,Credit Card,30000
21580,2,1,2023-04-18,INV2580,Credit Card,8000
21581,2,1,2022-05-26,INV2581,Credit Card,8000
21582,1,1,2023-01-05,INV2582,Cash,5000
21583,3,1,2023-10-28,INV2583,Credit Card,15000
21584,3,1,2022-11-14,INV2584,Instapay,15000
21585,2,4,2023-05-07,INV2585,Cash,8000
21586,2,1,2022-02-07,INV2586,Cash,8000
21587,5,1,2023-07-30,INV2587,Cash,30000
21588,5,1,2023-01-12,INV2588,Cash,30000
21589,3,2,2023-01-11,INV2589,Cash,15000
21590,4,1,2021-09-17,INV2590,Cash,16000
21591,3,4,2024-04-07,INV2591,Instapay,15000
21592,4,2,2025-02-02,INV2592,Instapay,16000
21593,3,1,2022-06-21,INV2593,Instapay,15000
21594,5,1,2023-07-26,INV2594,Instapay,30000
21595,2,3,2023-08-10,INV2595,Instapay,8000
21596,1,2,2023-07-13,INV2596,Cash,5000
21597,2,3,2024-06-21,INV2597,Cash,8000
21598,2,2,2023-07-16,INV2598,Instapay,8000
21599,3,2,2021-12-26,INV2599,Credit Card,15000
21600,4,4,2022-04-15,INV2600,Cash,16000
21601,5,3,2022-10-25,INV2601,Credit Card,30000
21602,5,4,2023-07-11,INV2602,Cash,30000
21603,4,2,2024-01-23,INV2603,Cash,16000
21604,5,1,2023-02-13,INV2604,Instapay,30000
21605,1,2,2023-07-28,INV2605,Credit Card,5000
21606,1,4,2022-08-21,INV2606,Instapay,5000
21607,2,3,2023-03-25,INV2607,Cash,8000
21608,1,3,2022-09-13,INV2608,Credit Card,5000
21609,4,4,2022-07-12,INV2609,Credit Card,16000
21610,2,3,2023-06-25,INV2610,Credit Card,8000
21611,5,1,2022-02-09,INV2611,Cash,30000
21612,2,1,2023-06-01,INV2612,Cash,8000
21613,1,1,2024-03-09,INV2613,Credit Card,5000
21614,4,1,2025-03-16,INV2614,Credit Card,16000
21615,1,3,2023-11-10,INV2615,Cash,5000
21616,2,3,2022-04-30,INV2616,Cash,8000
21617,4,2,2023-08-06,INV2617,Credit Card,16000
21618,1,2,2022-08-21,INV2618,Cash,5000
21619,1,1,2022-06-03,INV2619,Credit Card,5000
21620,2,1,2022-07-31,INV2620,Cash,8000
21621,5,2,2022-10-13,INV2621,Instapay,30000
21622,1,2,2025-01-22,INV2622,Credit Card,5000
21623,2,3,2023-04-22,INV2623,Instapay,8000
21624,2,1,2023-09-19,INV2624,Credit Card,8000
21625,5,1,2023-06-24,INV2625,Instapay,30000
21626,5,2,2024-05-17,INV2626,Credit Card,30000
21627,1,1,2023-06-06,INV2627,Cash,5000
21628,1,1,2023-01-07,INV2628,Credit Card,5000
21629,3,1,2024-01-12,INV2629,Cash,15000
21630,3,1,2023-12-26,INV2630,Instapay,15000
21631,2,1,2023-07-29,INV2631,Cash,8000
21632,2,1,2022-10-04,INV2632,Cash,8000
21633,2,2,2023-07-03,INV2633,Credit Card,8000
21634,4,1,2024-05-12,INV2634,Credit Card,16000
21635,5,1,2025-03-12,INV2635,Instapay,30000
21636,2,1,2022-10-09,INV2636,Instapay,8000
21637,3,2,2025-01-05,INV2637,Instapay,15000
21638,4,1,2024-08-13,INV2638,Instapay,16000
21639,2,3,2023-08-02,INV2639,Credit Card,8000
21640,3,2,2022-08-23,INV2640,Cash,15000
21641,5,1,2022-08-19,INV2641,Credit Card,30000
21642,3,1,2022-02-13,INV2642,Credit Card,15000
21643,3,1,2023-12-03,INV2643,Instapay,15000
21644,1,1,2023-10-07,INV2644,Instapay,5000
21645,1,1,2023-03-15,INV2645,Instapay,5000
21646,5,3,2023-09-30,INV2646,Credit Card,30000
21647,3,1,2023-08-17,INV2647,Cash,15000
21648,1,3,2023-05-25,INV2648,Instapay,5000
21649,2,1,2023-04-18,INV2649,Instapay,8000
21650,2,3,2022-08-24,INV2650,Instapay,8000
21651,4,1,2023-01-26,INV2651,Instapay,16000
21652,1,1,2022-04-29,INV2652,Instapay,5000
21653,4,3,2024-04-02,INV2653,Cash,16000
21654,4,2,2023-10-16,INV2654,Cash,16000
21655,2,4,2023-02-07,INV2655,Cash,8000
21656,3,1,2022-06-25,INV2656,Credit Card,15000
21657,3,4,2024-03-30,INV2657,Instapay,15000
21658,3,1,2022-11-19,INV2658,Instapay,15000
21659,4,1,2021-10-20,INV2659,Credit Card,16000
21660,2,1,2023-08-27,INV2660,Cash,8000
21661,5,1,2023-07-13,INV2661,Instapay,30000
21662,5,1,2023-12-03,INV2662,Credit Card,30000
21663,1,3,2024-10-06,INV2663,Credit Card,5000
21664,3,4,2021-09-30,INV2664,Credit Card,15000
21665,5,3,2023-08-30,INV2665,Credit Card,30000
21666,4,1,2022-02-17,INV2666,Cash,16000
21667,1,1,2023-11-21,INV2667,Cash,5000
21668,1,3,2022-12-17,INV2668,Instapay,5000
21669,3,3,2022-07-04,INV2669,Cash,15000
21670,5,2,2022-04-09,INV2670,Cash,30000
21671,1,1,2021-10-04,INV2671,Instapay,5000
21672,2,1,2024-09-12,INV2672,Credit Card,8000
21673,3,3,2023-03-21,INV2673,Instapay,15000
21674,2,3,2023-10-28,INV2674,Instapay,8000
21675,3,1,2022-02-03,INV2675,Instapay,15000
21676,2,1,2024-03-13,INV2676,Credit Card,8000
21677,2,2,2024-04-01,INV2677,Cash,8000
21678,4,3,2023-02-17,INV2678,Instapay,16000
21679,4,2,2024-11-06,INV2679,Credit Card,16000
21680,4,4,2022-04-24,INV2680,Credit Card,16000
21681,1,1,2023-09-14,INV2681,Cash,5000
21682,1,4,2022-12-14,INV2682,Instapay,5000
21683,4,4,2023-11-26,INV2683,Cash,16000
21684,3,4,2022-06-08,INV2684,Instapay,15000
21685,1,1,2023-06-28,INV2685,Cash,5000
21686,4,1,2022-12-05,INV2686,Credit Card,16000
21687,4,1,2023-05-03,INV2687,Credit Card,16000
21688,3,2,2023-12-07,INV2688,Credit Card,15000
21689,4,2,2023-11-09,INV2689,Credit Card,16000
21690,5,1,2022-06-29,INV2690,Cash,30000
21691,4,1,2024-06-05,INV2691,Credit Card,16000
21692,1,4,2023-12-17,INV2692,Instapay,5000
21693,1,1,2022-02-19,INV2693,Instapay,5000
21694,4,3,2021-11-24,INV2694,Instapay,16000
21695,5,2,2024-03-13,INV2695,Cash,30000
21696,1,1,2022-05-30,INV2696,Cash,5000
21697,1,3,2024-12-08,INV2697,Instapay,5000
21698,3,3,2024-03-02,INV2698,Cash,15000
21699,5,3,2022-10-21,INV2699,Credit Card,30000
21700,4,3,2023-06-02,INV2700,Credit Card,16000
21701,4,4,2024-10-30,INV2701,Cash,16000
21702,4,3,2023-05-18,INV2702,Instapay,16000
21703,5,4,2022-04-21,INV2703,Cash,30000
21704,1,4,2023-03-16,INV2704,Instapay,5000
21705,5,3,2022-12-05,INV2705,Credit Card,30000
21706,4,2,2023-08-29,INV2706,Cash,16000
21707,3,3,2023-08-08,INV2707,Credit Card,15000
21708,3,3,2022-06-29,INV2708,Credit Card,15000
21709,1,3,2022-11-06,INV2709,Cash,5000
21710,2,2,2023-02-18,INV2710,Instapay,8000
21711,1,1,2023-08-26,INV2711,Instapay,5000
21712,5,1,2024-08-01,INV2712,Cash,30000
21713,4,4,2023-09-15,INV2713,Credit Card,16000
21714,4,4,2022-07-19,INV2714,Instapay,16000
21715,4,2,2023-03-23,INV2715,Cash,16000
21716,5,1,2023-10-25,INV2716,Instapay,30000
21717,2,1,2022-06-15,INV2717,Instapay,8000
21718,4,4,2023-03-25,INV2718,Credit Card,16000
21719,1,1,2024-09-12,INV2719,Instapay,5000
21720,4,2,2022-06-10,INV2720,Cash,16000
21721,3,2,2023-04-29,INV2721,Credit Card,15000
21722,5,1,2023-10-07,INV2722,Instapay,30000
21723,2,1,2022-02-05,INV2723,Cash,8000
21724,1,2,2023-12-21,INV2724,Credit Card,5000
21725,4,4,2024-04-27,INV2725,Instapay,16000
21726,2,1,2024-11-19,INV2726,Instapay,8000
21727,2,3,2022-09-07,INV2727,Instapay,8000
21728,2,1,2023-07-01,INV2728,Credit Card,8000
21729,4,3,2023-04-21,INV2729,Credit Card,16000
21730,5,4,2022-04-29,INV2730,Instapay,30000
21731,5,1,2023-12-13,INV2731,Instapay,30000
21732,2,3,2022-01-10,INV2732,Cash,8000
21733,4,4,2022-12-01,INV2733,Credit Card,16000
21734,5,1,2024-06-13,INV2734,Credit Card,30000
21735,4,4,2023-02-19,INV2735,Cash,16000
21736,4,1,2024-03-01,INV2736,Cash,16000
21737,2,2,2024-09-28,INV2737,Cash,8000
21738,1,1,2022-12-12,INV2738,Instapay,5000
21739,3,3,2022-12-18,INV2739,Cash,15000
21740,5,1,2022-04-13,INV2740,Credit Card,30000
21741,5,2,2024-09-09,INV2741,Credit Card,30000
21742,2,4,2022-12-25,INV2742,Credit Card,8000
21743,5,2,2022-07-07,INV2743,Cash,30000
21744,2,1,2023-06-27,INV2744,Credit Card,8000
21745,3,1,2025-02-16,INV2745,Cash,15000
