Trainee ID,Membership ID,Status,Start Date,Expiry Date
21222,2,Expired,2024-09-08,2025-03-08
21223,1,Expired,2024-07-23,2024-10-23
21224,1,Expired,2025-04-19,2025-07-19
21225,2,Expired,2022-12-10,2023-06-10
21226,4,Expired,2022-02-07,2023-02-07
21227,1,Expired,2022-09-14,2022-12-14
21228,2,Expired,2023-12-28,2024-06-28
21229,3,Expired,2023-07-18,2024-07-18
21230,2,Expired,2022-09-19,2023-03-19
21231,3,Expired,2023-09-22,2024-09-22
21232,1,Expired,2023-12-02,2024-03-02
21233,3,Expired,2023-06-20,2024-06-20
21234,1,Expired,2024-08-13,2024-11-13
21235,5,Expired,2022-07-28,2024-07-28
21236,1,Expired,2022-07-19,2022-10-19
21237,3,Expired,2022-09-20,2023-09-20
21238,2,Expired,2024-05-16,2024-11-16
21239,5,Expired,2022-06-25,2024-06-25
21240,5,Expired,2021-06-11,2023-06-11
21241,1,Expired,2021-09-29,2021-12-29
21242,4,Expired,2024-03-31,2025-03-31
21243,2,Expired,2023-03-23,2023-09-23
21244,3,Expired,2023-11-19,2024-11-19
21245,3,Expired,2023-04-24,2024-04-24
21246,1,Expired,2023-09-21,2023-12-21
21247,3,Expired,2022-02-04,2023-02-04
21248,5,Expired,2023-02-25,2025-02-25
21249,3,Expired,2023-11-30,2024-11-30
21250,4,Expired,2022-09-30,2023-09-30
21251,5,Expired,2022-08-11,2024-08-11
21252,1,Expired,2023-12-23,2024-03-23
21253,4,Active,2025-04-27,2026-04-27
21254,4,Active,2025-02-02,2026-02-02
21255,2,Expired,2024-06-25,2024-12-25
21256,3,Expired,2022-11-18,2023-11-18
21257,2,Expired,2021-07-22,2022-01-22
21258,3,Expired,2022-09-10,2023-09-10
21259,1,Expired,2022-02-03,2022-05-03
21260,4,Expired,2023-09-26,2024-09-26
21261,4,Expired,2023-10-02,2024-10-02
21262,5,Expired,2021-09-14,2023-09-14
21263,3,Expired,2023-03-21,2024-03-21
21264,5,Expired,2023-06-09,2025-06-09
21265,1,Expired,2022-03-18,2022-06-18
21266,1,Expired,2021-05-25,2021-08-25
21267,3,Expired,2023-01-24,2024-01-24
21268,3,Expired,2023-02-09,2024-02-09
21269,4,Expired,2023-02-27,2024-02-27
21270,3,Active,2025-01-27,2026-01-27
21271,1,Expired,2022-09-23,2022-12-23
21272,5,Expired,2022-01-03,2024-01-03
21273,5,Expired,2022-04-13,2024-04-13
21274,2,Expired,2023-02-24,2023-08-24
21275,3,Expired,2022-11-17,2023-11-17
21276,1,Expired,2022-07-05,2022-10-05
21277,4,Expired,2023-05-20,2024-05-20
21278,1,Expired,2023-06-04,2023-09-04
21279,4,Expired,2022-05-06,2023-05-06
21280,4,Expired,2022-10-13,2023-10-13
21281,5,Expired,2022-02-09,2024-02-09
21282,3,Expired,2022-04-04,2023-04-04
21283,2,Expired,2023-02-23,2023-08-23
21284,3,Expired,2023-04-08,2024-04-08
21285,3,Expired,2023-08-19,2024-08-19
21286,1,Expired,2022-11-09,2023-02-09
21287,4,Expired,2022-08-29,2023-08-29
21288,1,Expired,2022-12-29,2023-03-29
21289,5,Expired,2022-09-06,2024-09-06
21290,2,Expired,2024-01-06,2024-07-06
21291,3,Expired,2022-11-21,2023-11-21
21292,1,Expired,2023-09-15,2023-12-15
21293,3,Expired,2022-10-20,2023-10-20
21294,2,Expired,2022-08-02,2023-02-02
21295,2,Expired,2022-01-15,2022-07-15
21296,2,Expired,2022-04-08,2022-10-08
21297,3,Expired,2023-05-22,2024-05-22
21298,1,Expired,2023-07-04,2023-10-04
21299,4,Expired,2022-02-19,2023-02-19
21300,2,Expired,2022-12-22,2023-06-22
21301,2,Expired,2022-10-11,2023-04-11
21302,1,Expired,2022-05-01,2022-08-01
21303,1,Expired,2022-08-23,2022-11-23
21304,5,Expired,2023-09-05,2025-09-05
21305,5,Expired,2021-12-23,2023-12-23
21306,1,Expired,2023-04-02,2023-07-02
21307,4,Expired,2022-07-17,2023-07-17
21308,5,Expired,2023-08-31,2025-08-31
21309,2,Expired,2024-04-07,2024-10-07
21310,1,Expired,2022-04-01,2022-07-01
21311,1,Expired,2024-02-03,2024-05-03
21312,4,Expired,2023-09-04,2024-09-04
21313,1,Expired,2022-08-13,2022-11-13
21314,1,Expired,2023-07-28,2023-10-28
21315,1,Expired,2024-10-08,2025-01-08
21316,4,Expired,2022-10-21,2023-10-21
21317,1,Expired,2023-12-24,2024-03-24
21318,2,Expired,2022-02-27,2022-08-27
21319,4,Expired,2022-06-01,2023-06-01
21320,1,Expired,2023-08-24,2023-11-24
21321,5,Expired,2023-09-03,2025-09-03
21322,4,Expired,2023-09-04,2024-09-04
21323,3,Expired,2024-01-06,2025-01-06
21324,5,Expired,2022-04-08,2024-04-08
21325,1,Expired,2024-06-18,2024-09-18
21326,1,Expired,2022-06-21,2022-09-21
21327,4,Expired,2022-09-04,2023-09-04
21328,3,Expired,2023-01-12,2024-01-12
21329,5,Active,2024-05-10,2026-05-10
21330,2,Expired,2024-04-16,2024-10-16
21331,5,Expired,2023-06-10,2025-06-10
21332,5,Active,2024-04-19,2026-04-19
21333,3,Expired,2023-08-26,2024-08-26
21334,5,Expired,2023-01-18,2025-01-18
21335,1,Expired,2022-05-21,2022-08-21
21336,1,Expired,2023-03-20,2023-06-20
21337,1,Expired,2025-02-06,2025-05-06
21338,2,Expired,2021-11-09,2022-05-09
21339,4,Expired,2023-05-15,2024-05-15
21340,2,Expired,2023-10-15,2024-04-15
21341,4,Expired,2023-01-29,2024-01-29
21342,3,Expired,2022-10-14,2023-10-14
21343,1,Expired,2022-02-27,2022-05-27
21344,2,Expired,2022-12-05,2023-06-05
21345,5,Expired,2022-03-10,2024-03-10
21346,4,Expired,2022-07-25,2023-07-25
21347,5,Expired,2023-01-16,2025-01-16
21348,4,Expired,2021-11-09,2022-11-09
21349,3,Expired,2023-05-19,2024-05-19
21350,4,Expired,2022-04-13,2023-04-13
21351,1,Expired,2023-12-11,2024-03-11
21352,5,Expired,2022-10-22,2024-10-22
21353,4,Expired,2023-03-30,2024-03-30
21354,1,Expired,2021-09-10,2021-12-10
21355,5,Active,2024-07-10,2026-07-10
21356,2,Expired,2023-02-08,2023-08-08
21357,5,Expired,2021-12-26,2023-12-26
21358,3,Expired,2023-10-24,2024-10-24
21359,2,Expired,2023-09-21,2024-03-21
21360,2,Expired,2021-12-22,2022-06-22
21361,5,Active,2024-03-02,2026-03-02
21362,1,Expired,2023-05-13,2023-08-13
21363,2,Expired,2023-08-21,2024-02-21
21364,1,Expired,2022-10-11,2023-01-11
21365,5,Active,2024-09-21,2026-09-21
21366,4,Expired,2022-06-03,2023-06-03
21367,3,Expired,2023-03-15,2024-03-15
21368,1,Expired,2024-03-01,2024-06-01
21369,2,Expired,2025-01-03,2025-07-03
21370,3,Expired,2024-03-14,2025-03-14
21371,3,Expired,2023-08-07,2024-08-07
21372,4,Expired,2021-08-13,2022-08-13
21373,4,Active,2024-11-14,2025-11-14
21374,2,Expired,2022-09-04,2023-03-04
21375,2,Expired,2022-11-09,2023-05-09
21376,1,Expired,2022-11-14,2023-02-14
21377,3,Expired,2022-09-08,2023-09-08
21378,1,Expired,2022-10-11,2023-01-11
21379,3,Expired,2022-12-01,2023-12-01
21380,2,Expired,2023-07-26,2024-01-26
21381,1,Expired,2023-04-08,2023-07-08
21382,3,Expired,2021-10-05,2022-10-05
21383,3,Expired,2024-09-12,2025-09-12
21384,4,Expired,2023-12-20,2024-12-20
21385,5,Expired,2022-12-01,2024-12-01
21386,5,Expired,2023-05-04,2025-05-04
21387,4,Expired,2024-05-18,2025-05-18
21388,2,Expired,2024-06-17,2024-12-17
21389,5,Expired,2022-09-27,2024-09-27
21390,5,Expired,2022-08-22,2024-08-22
21391,4,Expired,2023-06-18,2024-06-18
21392,4,Expired,2022-03-01,2023-03-01
21393,5,Expired,2023-08-14,2025-08-14
21394,1,Expired,2023-06-21,2023-09-21
21395,3,Expired,2023-08-16,2024-08-16
21396,3,Expired,2023-08-11,2024-08-11
21397,5,Expired,2022-12-02,2024-12-02
21398,2,Expired,2022-10-12,2023-04-12
21399,4,Expired,2023-03-22,2024-03-22
21400,1,Expired,2024-10-15,2025-01-15
21401,2,Expired,2022-01-14,2022-07-14
21402,2,Expired,2025-04-11,2025-10-11
21403,3,Expired,2022-01-24,2023-01-24
21404,4,Expired,2022-05-05,2023-05-05
21405,5,Expired,2023-07-14,2025-07-14
21406,5,Expired,2023-09-30,2025-09-30
21407,3,Expired,2023-05-12,2024-05-12
21408,1,Expired,2022-08-06,2022-11-06
21409,1,Expired,2022-06-26,2022-09-26
21410,3,Expired,2023-07-13,2024-07-13
21411,2,Expired,2024-02-25,2024-08-25
21412,3,Expired,2023-06-14,2024-06-14
21413,3,Expired,2022-03-26,2023-03-26
21414,4,Expired,2024-01-19,2025-01-19
21415,4,Expired,2023-06-19,2024-06-19
21416,3,Expired,2022-02-27,2023-02-27
21417,3,Expired,2024-01-20,2025-01-20
21418,4,Expired,2023-10-14,2024-10-14
21419,2,Expired,2024-01-27,2024-07-27
21420,4,Expired,2024-10-26,2025-10-26
21421,2,Expired,2022-01-25,2022-07-25
21422,4,Expired,2022-09-23,2023-09-23
21423,2,Expired,2022-04-10,2022-10-10
21424,2,Expired,2022-01-17,2022-07-17
21425,2,Expired,2021-08-26,2022-02-26
21426,1,Expired,2022-02-09,2022-05-09
21427,4,Expired,2023-03-17,2024-03-17
21428,5,Expired,2023-06-14,2025-06-14
21429,5,Expired,2022-07-14,2024-07-14
21430,4,Expired,2024-10-31,2025-10-31
21431,1,Expired,2023-04-30,2023-07-30
21432,5,Expired,2022-07-05,2024-07-05
21433,1,Expired,2022-07-22,2022-10-22
21434,3,Expired,2023-07-26,2024-07-26
21435,5,Expired,2022-10-30,2024-10-30
21436,3,Expired,2023-08-20,2024-08-20
21437,4,Expired,2024-10-04,2025-10-04
21438,4,Expired,2022-08-19,2023-08-19
21439,2,Expired,2024-01-22,2024-07-22
21440,2,Expired,2022-04-20,2022-10-20
21441,3,Expired,2023-07-27,2024-07-27
21442,5,Active,2023-11-20,2025-11-20
21443,5,Active,2024-02-20,2026-02-20
21444,5,Expired,2023-01-28,2025-01-28
21445,1,Expired,2024-01-08,2024-04-08
21446,1,Expired,2023-09-26,2023-12-26
21447,2,Expired,2023-06-23,2023-12-23
21448,5,Active,2025-03-30,2027-03-30
21449,2,Expired,2022-04-15,2022-10-15
21450,5,Expired,2022-04-26,2024-04-26
21451,1,Expired,2023-12-02,2024-03-02
21452,1,Expired,2023-09-22,2023-12-22
21453,5,Expired,2021-08-29,2023-08-29
21454,2,Expired,2022-10-18,2023-04-18
21455,5,Expired,2022-07-24,2024-07-24
21456,1,Expired,2023-11-20,2024-02-20
21457,2,Expired,2021-09-14,2022-03-14
21458,3,Expired,2023-09-28,2024-09-28
21459,1,Expired,2024-05-10,2024-08-10
21460,5,Expired,2022-12-05,2024-12-05
21461,1,Expired,2025-03-20,2025-06-20
21462,1,Expired,2023-11-06,2024-02-06
21463,2,Expired,2022-03-26,2022-09-26
21464,4,Expired,2023-12-10,2024-12-10
21465,4,Expired,2022-01-14,2023-01-14
21466,3,Expired,2022-09-17,2023-09-17
21467,2,Expired,2023-03-21,2023-09-21
21468,2,Expired,2023-10-23,2024-04-23
21469,3,Expired,2023-05-28,2024-05-28
21470,1,Expired,2023-09-08,2023-12-08
21471,3,Expired,2023-09-05,2024-09-05
21472,1,Expired,2022-07-08,2022-10-08
21473,1,Expired,2023-01-27,2023-04-27
21474,3,Expired,2022-03-10,2023-03-10
21475,4,Expired,2023-11-19,2024-11-19
21476,2,Expired,2022-01-21,2022-07-21
21477,2,Expired,2023-02-02,2023-08-02
21478,5,Active,2024-06-12,2026-06-12
21479,1,Expired,2023-06-15,2023-09-15
21480,3,Expired,2024-06-09,2025-06-09
21481,2,Expired,2022-01-18,2022-07-18
21482,1,Expired,2023-09-27,2023-12-27
21483,4,Expired,2023-02-18,2024-02-18
21484,4,Expired,2023-05-09,2024-05-09
21485,2,Expired,2023-12-23,2024-06-23
21486,4,Expired,2022-12-08,2023-12-08
21487,1,Expired,2023-11-03,2024-02-03
21488,1,Expired,2023-01-05,2023-04-05
21489,5,Active,2024-08-09,2026-08-09
21490,4,Expired,2023-04-17,2024-04-17
21491,1,Expired,2023-02-14,2023-05-14
21492,4,Expired,2023-12-04,2024-12-04
21493,2,Expired,2022-06-16,2022-12-16
21494,3,Expired,2023-09-30,2024-09-30
21495,4,Expired,2023-07-21,2024-07-21
21496,1,Expired,2023-01-24,2023-04-24
21497,2,Expired,2021-08-22,2022-02-22
21498,1,Expired,2022-04-26,2022-07-26
21499,2,Expired,2022-02-11,2022-08-11
21500,5,Expired,2022-05-20,2024-05-20
21501,5,Active,2023-11-15,2025-11-15
21502,4,Expired,2022-07-31,2023-07-31
21503,5,Expired,2023-03-26,2025-03-26
21504,3,Expired,2023-10-25,2024-10-25
21505,1,Expired,2022-11-11,2023-02-11
21506,5,Expired,2023-09-14,2025-09-14
21507,5,Active,2024-11-14,2026-11-14
21508,3,Expired,2023-11-20,2024-11-20
21509,1,Expired,2022-04-27,2022-07-27
21510,4,Expired,2021-11-22,2022-11-22
21511,3,Expired,2023-09-27,2024-09-27
21512,2,Expired,2022-07-18,2023-01-18
21513,5,Expired,2022-06-14,2024-06-14
21514,3,Expired,2023-10-16,2024-10-16
21515,2,Expired,2023-11-03,2024-05-03
21516,4,Expired,2024-01-06,2025-01-06
21517,3,Expired,2022-12-05,2023-12-05
21518,2,Expired,2023-01-02,2023-07-02
21519,2,Expired,2024-03-19,2024-09-19
21520,5,Expired,2023-03-08,2025-03-08
21521,2,Expired,2024-08-14,2025-02-14
21522,2,Expired,2022-02-25,2022-08-25
21523,2,Expired,2023-06-14,2023-12-14
21524,3,Expired,2022-08-20,2023-08-20
21525,3,Expired,2023-10-28,2024-10-28
21526,4,Expired,2023-05-26,2024-05-26
21527,2,Expired,2022-09-20,2023-03-20
21528,5,Expired,2023-01-29,2025-01-29
21529,1,Expired,2022-03-16,2022-06-16
21530,3,Expired,2023-07-13,2024-07-13
21531,3,Expired,2023-07-17,2024-07-17
21532,2,Expired,2024-07-06,2025-01-06
21533,4,Expired,2023-10-15,2024-10-15
21534,4,Expired,2023-05-29,2024-05-29
21535,3,Expired,2024-02-14,2025-02-14
21536,3,Expired,2023-01-13,2024-01-13
21537,2,Expired,2023-09-24,2024-03-24
21538,4,Expired,2022-03-22,2023-03-22
21539,3,Expired,2022-04-19,2023-04-19
21540,3,Expired,2023-01-26,2024-01-26
21541,1,Expired,2023-03-08,2023-06-08
21542,4,Expired,2023-01-24,2024-01-24
21543,2,Expired,2023-05-26,2023-11-26
21544,4,Expired,2024-08-17,2025-08-17
21545,1,Expired,2022-03-24,2022-06-24
21546,4,Expired,2023-02-08,2024-02-08
21547,4,Expired,2023-10-28,2024-10-28
21548,3,Expired,2023-11-17,2024-11-17
21549,2,Expired,2023-05-18,2023-11-18
21550,4,Expired,2022-12-22,2023-12-22
21551,2,Expired,2023-06-05,2023-12-05
21552,3,Expired,2023-12-09,2024-12-09
21553,2,Expired,2023-03-22,2023-09-22
21554,1,Expired,2022-11-17,2023-02-17
21555,3,Expired,2023-03-04,2024-03-04
21556,1,Expired,2022-10-26,2023-01-26
21557,3,Expired,2022-05-25,2023-05-25
21558,4,Expired,2021-09-26,2022-09-26
21559,5,Active,2024-05-13,2026-05-13
21560,5,Active,2023-11-25,2025-11-25
21561,2,Expired,2022-05-10,2022-11-10
21562,1,Expired,2024-03-22,2024-06-22
21563,4,Expired,2023-12-01,2024-12-01
21564,3,Expired,2022-03-12,2023-03-12
21565,4,Expired,2023-07-22,2024-07-22
21566,5,Expired,2022-01-12,2024-01-12
21567,1,Expired,2024-07-28,2024-10-28
21568,4,Expired,2023-09-01,2024-09-01
21569,5,Expired,2022-04-22,2024-04-22
21570,5,Expired,2023-01-19,2025-01-19
21571,4,Expired,2023-10-25,2024-10-25
21572,3,Expired,2023-01-28,2024-01-28
21573,1,Expired,2024-06-30,2024-09-30
21574,4,Expired,2023-12-24,2024-12-24
21575,1,Expired,2023-10-27,2024-01-27
21576,3,Expired,2022-04-25,2023-04-25
21577,2,Expired,2023-09-28,2024-03-28
21578,4,Expired,2022-06-07,2023-06-07
21579,5,Active,2024-01-03,2026-01-03
21580,2,Expired,2023-04-18,2023-10-18
21581,2,Expired,2022-05-26,2022-11-26
21582,1,Expired,2023-01-05,2023-04-05
21583,3,Expired,2023-10-28,2024-10-28
21584,3,Expired,2022-11-14,2023-11-14
21585,2,Expired,2023-05-07,2023-11-07
21586,2,Expired,2022-02-07,2022-08-07
21587,5,Expired,2023-07-30,2025-07-30
21588,5,Expired,2023-01-12,2025-01-12
21589,3,Expired,2023-01-11,2024-01-11
21590,4,Expired,2021-09-17,2022-09-17
21591,3,Expired,2024-04-07,2025-04-07
21592,4,Active,2025-02-02,2026-02-02
21593,3,Expired,2022-06-21,2023-06-21
21594,5,Expired,2023-07-26,2025-07-26
21595,2,Expired,2023-08-10,2024-02-10
21596,1,Expired,2023-07-13,2023-10-13
21597,2,Expired,2024-06-21,2024-12-21
21598,2,Expired,2023-07-16,2024-01-16
21599,3,Expired,2021-12-26,2022-12-26
21600,4,Expired,2022-04-15,2023-04-15
21601,5,Expired,2022-10-25,2024-10-25
21602,5,Expired,2023-07-11,2025-07-11
21603,4,Expired,2024-01-23,2025-01-23
21604,5,Expired,2023-02-13,2025-02-13
21605,1,Expired,2023-07-28,2023-10-28
21606,1,Expired,2022-08-21,2022-11-21
21607,2,Expired,2023-03-25,2023-09-25
21608,1,Expired,2022-09-13,2022-12-13
21609,4,Expired,2022-07-12,2023-07-12
21610,2,Expired,2023-06-25,2023-12-25
21611,5,Expired,2022-02-09,2024-02-09
21612,2,Expired,2023-06-01,2023-12-01
21613,1,Expired,2024-03-09,2024-06-09
21614,4,Active,2025-03-16,2026-03-16
21615,1,Expired,2023-11-10,2024-02-10
21616,2,Expired,2022-04-30,2022-10-30
21617,4,Expired,2023-08-06,2024-08-06
21618,1,Expired,2022-08-21,2022-11-21
21619,1,Expired,2022-06-03,2022-09-03
21620,2,Expired,2022-07-31,2023-01-31
21621,5,Expired,2022-10-13,2024-10-13
21622,1,Expired,2025-01-22,2025-04-22
21623,2,Expired,2023-04-22,2023-10-22
21624,2,Expired,2023-09-19,2024-03-19
21625,5,Expired,2023-06-24,2025-06-24
21626,5,Active,2024-05-17,2026-05-17
21627,1,Expired,2023-06-06,2023-09-06
21628,1,Expired,2023-01-07,2023-04-07
21629,3,Expired,2024-01-12,2025-01-12
21630,3,Expired,2023-12-26,2024-12-26
21631,2,Expired,2023-07-29,2024-01-29
21632,2,Expired,2022-10-04,2023-04-04
21633,2,Expired,2023-07-03,2024-01-03
21634,4,Expired,2024-05-12,2025-05-12
21635,5,Active,2025-03-12,2027-03-12
21636,2,Expired,2022-10-09,2023-04-09
21637,3,Active,2025-01-05,2026-01-05
21638,4,Expired,2024-08-13,2025-08-13
21639,2,Expired,2023-08-02,2024-02-02
21640,3,Expired,2022-08-23,2023-08-23
21641,5,Expired,2022-08-19,2024-08-19
21642,3,Expired,2022-02-13,2023-02-13
21643,3,Expired,2023-12-03,2024-12-03
21644,1,Expired,2023-10-07,2024-01-07
21645,1,Expired,2023-03-15,2023-06-15
21646,5,Expired,2023-09-30,2025-09-30
21647,3,Expired,2023-08-17,2024-08-17
21648,1,Expired,2023-05-25,2023-08-25
21649,2,Expired,2023-04-18,2023-10-18
21650,2,Expired,2022-08-24,2023-02-24
21651,4,Expired,2023-01-26,2024-01-26
21652,1,Expired,2022-04-29,2022-07-29
21653,4,Expired,2024-04-02,2025-04-02
21654,4,Expired,2023-10-16,2024-10-16
21655,2,Expired,2023-02-07,2023-08-07
21656,3,Expired,2022-06-25,2023-06-25
21657,3,Expired,2024-03-30,2025-03-30
21658,3,Expired,2022-11-19,2023-11-19
21659,4,Expired,2021-10-20,2022-10-20
21660,2,Expired,2023-08-27,2024-02-27
21661,5,Expired,2023-07-13,2025-07-13
21662,5,Active,2023-12-03,2025-12-03
21663,1,Expired,2024-10-06,2025-01-06
21664,3,Expired,2021-09-30,2022-09-30
21665,5,Expired,2023-08-30,2025-08-30
21666,4,Expired,2022-02-17,2023-02-17
21667,1,Expired,2023-11-21,2024-02-21
21668,1,Expired,2022-12-17,2023-03-17
21669,3,Expired,2022-07-04,2023-07-04
21670,5,Expired,2022-04-09,2024-04-09
21671,1,Expired,2021-10-04,2022-01-04
21672,2,Expired,2024-09-12,2025-03-12
21673,3,Expired,2023-03-21,2024-03-21
21674,2,Expired,2023-10-28,2024-04-28
21675,3,Expired,2022-02-03,2023-02-03
21676,2,Expired,2024-03-13,2024-09-13
21677,2,Expired,2024-04-01,2024-10-01
21678,4,Expired,2023-02-17,2024-02-17
21679,4,Expired,2024-11-06,2025-11-06
21680,4,Expired,2022-04-24,2023-04-24
21681,1,Expired,2023-09-14,2023-12-14
21682,1,Expired,2022-12-14,2023-03-14
21683,4,Expired,2023-11-26,2024-11-26
21684,3,Expired,2022-06-08,2023-06-08
21685,1,Expired,2023-06-28,2023-09-28
21686,4,Expired,2022-12-05,2023-12-05
21687,4,Expired,2023-05-03,2024-05-03
21688,3,Expired,2023-12-07,2024-12-07
21689,4,Expired,2023-11-09,2024-11-09
21690,5,Expired,2022-06-29,2024-06-29
21691,4,Expired,2024-06-05,2025-06-05
21692,1,Expired,2023-12-17,2024-03-17
21693,1,Expired,2022-02-19,2022-05-19
21694,4,Expired,2021-11-24,2022-11-24
21695,5,Active,2024-03-13,2026-03-13
21696,1,Expired,2022-05-30,2022-08-30
21697,1,Expired,2024-12-08,2025-03-08
21698,3,Expired,2024-03-02,2025-03-02
21699,5,Expired,2022-10-21,2024-10-21
21700,4,Expired,2023-06-02,2024-06-02
21701,4,Expired,2024-10-30,2025-10-30
21702,4,Expired,2023-05-18,2024-05-18
21703,5,Expired,2022-04-21,2024-04-21
21704,1,Expired,2023-03-16,2023-06-16
21705,5,Expired,2022-12-05,2024-12-05
21706,4,Expired,2023-08-29,2024-08-29
21707,3,Expired,2023-08-08,2024-08-08
21708,3,Expired,2022-06-29,2023-06-29
21709,1,Expired,2022-11-06,2023-02-06
21710,2,Expired,2023-02-18,2023-08-18
21711,1,Expired,2023-08-26,2023-11-26
21712,5,Active,2024-08-01,2026-08-01
21713,4,Expired,2023-09-15,2024-09-15
21714,4,Expired,2022-07-19,2023-07-19
21715,4,Expired,2023-03-23,2024-03-23
21716,5,Expired,2023-10-25,2025-10-25
21717,2,Expired,2022-06-15,2022-12-15
21718,4,Expired,2023-03-25,2024-03-25
21719,1,Expired,2024-09-12,2024-12-12
21720,4,Expired,2022-06-10,2023-06-10
21721,3,Expired,2023-04-29,2024-04-29
21722,5,Expired,2023-10-07,2025-10-07
21723,2,Expired,2022-02-05,2022-08-05
21724,1,Expired,2023-12-21,2024-03-21
21725,4,Expired,2024-04-27,2025-04-27
21726,2,Expired,2024-11-19,2025-05-19
21727,2,Expired,2022-09-07,2023-03-07
21728,2,Expired,2023-07-01,2024-01-01
21729,4,Expired,2023-04-21,2024-04-21
21730,5,Expired,2022-04-29,2024-04-29
21731,5,Active,2023-12-13,2025-12-13
21732,2,Expired,2022-01-10,2022-07-10
21733,4,Expired,2022-12-01,2023-12-01
21734,5,Active,2024-06-13,2026-06-13
21735,4,Expired,2023-02-19,2024-02-19
21736,4,Expired,2024-03-01,2025-03-01
21737,2,Expired,2024-09-28,2025-03-28
21738,1,Expired,2022-12-12,2023-03-12
21739,3,Expired,2022-12-18,2023-12-18
21740,5,Expired,2022-04-13,2024-04-13
21741,5,Active,2024-09-09,2026-09-09
21742,2,Expired,2022-12-25,2023-06-25
21743,5,Expired,2022-07-07,2024-07-07
21744,2,Expired,2023-06-27,2023-12-27
21745,3,Active,2025-02-16,2026-02-16
21746,3,Expired,2024-06-22,2025-06-22
21747,4,Expired,2024-08-25,2025-08-25
21748,5,Expired,2023-01-19,2025-01-19
21749,3,Expired,2024-03-28,2025-03-28
21750,3,Expired,2022-11-05,2023-11-05
21751,1,Expired,2024-07-20,2024-10-20
21752,2,Expired,2024-03-21,2024-09-21
21753,4,Expired,2022-11-22,2023-11-22
21754,4,Expired,2022-10-24,2023-10-24
21755,3,Expired,2022-09-25,2023-09-25
21756,5,Expired,2022-05-12,2024-05-12
21757,4,Active,2025-01-28,2026-01-28
21758,3,Expired,2022-03-21,2023-03-21
21759,4,Expired,2023-02-14,2024-02-14
21760,1,Expired,2024-02-20,2024-05-20
21761,3,Expired,2023-11-19,2024-11-19
21762,1,Expired,2024-04-13,2024-07-13
21763,3,Expired,2021-11-19,2022-11-19
21764,4,Expired,2023-08-02,2024-08-02
21765,4,Expired,2023-04-10,2024-04-10
21766,4,Expired,2023-03-18,2024-03-18
21767,3,Expired,2023-12-17,2024-12-17
21768,4,Expired,2024-07-24,2025-07-24
21769,1,Expired,2023-07-23,2023-10-23
21770,3,Expired,2022-01-23,2023-01-23
21771,3,Expired,2022-01-06,2023-01-06
21772,5,Active,2024-04-03,2026-04-03
21773,4,Expired,2022-12-29,2023-12-29
21774,4,Expired,2023-02-08,2024-02-08
21775,3,Expired,2022-08-23,2023-08-23
21776,5,Expired,2023-09-18,2025-09-18
21777,3,Active,2024-12-23,2025-12-23
21778,5,Expired,2022-02-16,2024-02-16
21779,5,Expired,2022-09-01,2024-09-01
21780,3,Expired,2023-05-15,2024-05-15
21781,2,Expired,2023-08-28,2024-02-28
21782,4,Expired,2023-10-10,2024-10-10
21783,4,Expired,2022-08-31,2023-08-31
21784,3,Expired,2023-06-17,2024-06-17
21785,1,Expired,2024-11-02,2025-02-02
21786,1,Expired,2024-12-28,2025-03-28
21787,2,Expired,2023-10-21,2024-04-21
21788,4,Expired,2022-04-28,2023-04-28
21789,1,Expired,2022-07-02,2022-10-02
21790,1,Expired,2022-09-18,2022-12-18
21791,2,Expired,2023-04-20,2023-10-20
21792,2,Expired,2024-02-11,2024-08-11
21793,1,Expired,2023-09-05,2023-12-05
21794,2,Expired,2021-07-01,2022-01-01
21795,1,Expired,2022-11-24,2023-02-24
21796,3,Expired,2023-03-04,2024-03-04
21797,1,Expired,2022-04-15,2022-07-15
21798,4,Expired,2023-01-28,2024-01-28
21799,3,Expired,2024-04-19,2025-04-19
21800,4,Active,2025-04-22,2026-04-22
21801,5,Expired,2023-11-07,2025-11-07
21802,3,Expired,2022-10-27,2023-10-27
21803,1,Expired,2023-07-10,2023-10-10
21804,4,Expired,2023-06-11,2024-06-11
21805,3,Expired,2024-03-19,2025-03-19
21806,1,Expired,2024-01-14,2024-04-14
21807,2,Expired,2022-12-26,2023-06-26
21808,3,Expired,2023-05-15,2024-05-15
21809,4,Expired,2024-01-10,2025-01-10
21810,3,Active,2025-01-08,2026-01-08
21811,1,Expired,2022-04-30,2022-07-30
21812,5,Expired,2022-02-28,2024-02-28
21813,5,Expired,2023-06-28,2025-06-28
21814,3,Expired,2023-07-10,2024-07-10
21815,4,Expired,2023-09-02,2024-09-02
21816,2,Expired,2023-12-30,2024-06-30
21817,4,Expired,2024-07-08,2025-07-08
21818,2,Expired,2024-03-14,2024-09-14
21819,2,Expired,2023-01-03,2023-07-03
21820,5,Expired,2021-10-10,2023-10-10
21821,5,Expired,2022-01-12,2024-01-12
21822,2,Expired,2023-12-19,2024-06-19
21823,2,Expired,2022-12-26,2023-06-26
21824,3,Expired,2023-12-30,2024-12-30
21825,5,Active,2024-02-05,2026-02-05
21826,2,Expired,2023-03-13,2023-09-13
21827,2,Expired,2022-10-31,2023-04-30
21828,4,Active,2025-04-05,2026-04-05
21829,1,Expired,2023-06-03,2023-09-03
21830,3,Expired,2023-05-21,2024-05-21
